,RNO,Name,Gender,course,Marks,fees
97188,88603,Student88603,F,BTech,79,2.5
97189,88608,Student88608,F,BTech,33,2.5
97190,88610,Student88610,F,BTech,40,2.5
97191,88613,Student88613,M,BTech,65,2.5
97192,88619,Student88619,M,BTech,98,2.5
97193,88628,Student88628,M,BTech,28,2.5
97194,88629,Student88629,F,BTech,58,2.5
97195,88632,Student88632,F,BTech,74,2.5
97196,88635,Student88635,M,BTech,75,2.5
97197,88636,Student88636,M,BTech,98,2.5
97198,88637,Student88637,M,BTech,74,2.5
97199,88640,Student88640,F,BTech,87,2.5
97200,88643,Student88643,F,BTech,31,2.5
97201,88650,Student88650,F,BTech,65,2.5
97202,88651,Student88651,M,BTech,25,2.5
97203,88653,Student88653,F,BTech,78,2.5
97204,88660,Student88660,F,BTech,25,2.5
97205,88664,Student88664,M,BTech,60,2.5
97206,88665,Student88665,M,BTech,59,2.5
97207,88666,Student88666,M,BTech,18,2.5
97208,88667,Student88667,M,BTech,31,2.5
97209,88674,Student88674,F,BTech,59,2.5
97210,88677,Student88677,F,BTech,94,2.5
97211,88681,Student88681,M,BTech,16,2.5
97212,88683,Student88683,F,BTech,84,2.5
97213,88686,Student88686,M,BTech,22,2.5
97214,88695,Student88695,M,BTech,3,2.5
97215,88699,Student88699,F,BTech,47,2.5
97216,88702,Student88702,F,BTech,10,2.5
97217,88705,Student88705,M,BTech,32,2.5
97218,88715,Student88715,F,BTech,20,2.5
97219,88716,Student88716,M,BTech,97,2.5
97220,88718,Student88718,M,BTech,70,2.5
97221,88719,Student88719,F,BTech,89,2.5
97222,88727,Student88727,F,BTech,94,2.5
97223,88728,Student88728,F,BTech,86,2.5
97224,88729,Student88729,M,BTech,89,2.5
97225,88732,Student88732,F,BTech,96,2.5
97226,88733,Student88733,F,BTech,86,2.5
97227,88734,Student88734,M,BTech,86,2.5
97228,88736,Student88736,F,BTech,89,2.5
97229,88737,Student88737,F,BTech,5,2.5
97230,88741,Student88741,M,BTech,54,2.5
97231,88744,Student88744,M,BTech,94,2.5
97232,88751,Student88751,F,BTech,18,2.5
97233,88752,Student88752,F,BTech,37,2.5
97234,88758,Student88758,F,BTech,66,2.5
97235,88761,Student88761,F,BTech,85,2.5
97236,88769,Student88769,F,BTech,73,2.5
97237,88778,Student88778,M,BTech,27,2.5
97238,88779,Student88779,F,BTech,30,2.5
97239,88783,Student88783,M,BTech,29,2.5
97240,88789,Student88789,F,BTech,78,2.5
97241,88790,Student88790,M,BTech,100,2.5
97242,88792,Student88792,F,BTech,22,2.5
97243,88807,Student88807,M,BTech,63,2.5
97244,88811,Student88811,F,BTech,70,2.5
97245,88812,Student88812,M,BTech,52,2.5
97246,88814,Student88814,F,BTech,30,2.5
97247,88821,Student88821,M,BTech,28,2.5
97248,88823,Student88823,M,BTech,31,2.5
97249,88829,Student88829,F,BTech,5,2.5
97250,88830,Student88830,M,BTech,59,2.5
97251,88832,Student88832,M,BTech,4,2.5
97252,88833,Student88833,F,BTech,96,2.5
97253,88834,Student88834,M,BTech,0,2.5
97254,88839,Student88839,F,BTech,49,2.5
97255,88850,Student88850,M,BTech,88,2.5
97256,88851,Student88851,F,BTech,43,2.5
97257,88854,Student88854,F,BTech,51,2.5
97258,88856,Student88856,M,BTech,21,2.5
97259,88857,Student88857,F,BTech,95,2.5
97260,88861,Student88861,M,BTech,3,2.5
97261,88863,Student88863,M,BTech,12,2.5
97262,88880,Student88880,M,BTech,100,2.5
97263,88881,Student88881,F,BTech,14,2.5
97264,88883,Student88883,M,BTech,96,2.5
97265,88886,Student88886,M,BTech,93,2.5
97266,88887,Student88887,F,BTech,21,2.5
97267,88889,Student88889,F,BTech,4,2.5
97268,88893,Student88893,F,BTech,34,2.5
97269,88896,Student88896,F,BTech,19,2.5
97270,88898,Student88898,F,BTech,81,2.5
97271,88900,Student88900,M,BTech,66,2.5
97272,88905,Student88905,F,BTech,24,2.5
97273,88906,Student88906,M,BTech,45,2.5
97274,88909,Student88909,F,BTech,25,2.5
97275,88911,Student88911,M,BTech,99,2.5
97276,88916,Student88916,F,BTech,74,2.5
97277,88922,Student88922,M,BTech,22,2.5
97278,88925,Student88925,F,BTech,63,2.5
97279,88929,Student88929,F,BTech,52,2.5
97280,88933,Student88933,M,BTech,2,2.5
97281,88936,Student88936,F,BTech,12,2.5
97282,88937,Student88937,M,BTech,77,2.5
97283,88940,Student88940,F,BTech,4,2.5
97284,88944,Student88944,M,BTech,80,2.5
97285,88949,Student88949,M,BTech,95,2.5
97286,88952,Student88952,M,BTech,59,2.5
97287,88956,Student88956,M,BTech,44,2.5
97288,88958,Student88958,F,BTech,54,2.5
97289,88959,Student88959,F,BTech,76,2.5
97290,88965,Student88965,F,BTech,75,2.5
97291,88967,Student88967,F,BTech,82,2.5
97292,88968,Student88968,F,BTech,87,2.5
97293,88971,Student88971,F,BTech,99,2.5
97294,88974,Student88974,F,BTech,48,2.5
97295,88977,Student88977,F,BTech,79,2.5
97296,88980,Student88980,M,BTech,21,2.5
97297,88992,Student88992,M,BTech,91,2.5
97298,89001,Student89001,M,BTech,54,2.5
97299,89004,Student89004,F,BTech,18,2.5
97300,89006,Student89006,M,BTech,36,2.5
97301,89014,Student89014,F,BTech,43,2.5
97302,89016,Student89016,F,BTech,13,2.5
97303,89038,Student89038,F,BTech,26,2.5
97304,89040,Student89040,F,BTech,77,2.5
97305,89041,Student89041,F,BTech,25,2.5
97306,89048,Student89048,M,BTech,58,2.5
97307,89050,Student89050,M,BTech,53,2.5
97308,89053,Student89053,M,BTech,98,2.5
97309,89057,Student89057,M,BTech,56,2.5
97310,89059,Student89059,M,BTech,33,2.5
97311,89066,Student89066,M,BTech,8,2.5
97312,89071,Student89071,F,BTech,73,2.5
97313,89073,Student89073,F,BTech,67,2.5
97314,89082,Student89082,M,BTech,9,2.5
97315,89086,Student89086,F,BTech,45,2.5
97316,89093,Student89093,M,BTech,98,2.5
97317,89101,Student89101,M,BTech,91,2.5
97318,89102,Student89102,F,BTech,44,2.5
97319,89103,Student89103,M,BTech,60,2.5
97320,89105,Student89105,M,BTech,27,2.5
97321,89117,Student89117,F,BTech,53,2.5
97322,89123,Student89123,M,BTech,63,2.5
97323,89127,Student89127,F,BTech,82,2.5
97324,89131,Student89131,M,BTech,95,2.5
97325,89137,Student89137,M,BTech,66,2.5
97326,89143,Student89143,F,BTech,10,2.5
97327,89146,Student89146,M,BTech,100,2.5
97328,89150,Student89150,M,BTech,75,2.5
97329,89152,Student89152,F,BTech,53,2.5
97330,89155,Student89155,M,BTech,31,2.5
97331,89156,Student89156,M,BTech,17,2.5
97332,89157,Student89157,F,BTech,95,2.5
97333,89160,Student89160,M,BTech,74,2.5
97334,89167,Student89167,M,BTech,35,2.5
97335,89173,Student89173,M,BTech,63,2.5
97336,89175,Student89175,F,BTech,12,2.5
97337,89180,Student89180,M,BTech,83,2.5
97338,89184,Student89184,M,BTech,57,2.5
97339,89189,Student89189,M,BTech,21,2.5
97340,89190,Student89190,M,BTech,79,2.5
97341,89192,Student89192,F,BTech,22,2.5
97342,89197,Student89197,F,BTech,68,2.5
97343,89205,Student89205,M,BTech,93,2.5
97344,89211,Student89211,M,BTech,84,2.5
97345,89214,Student89214,M,BTech,44,2.5
97346,89218,Student89218,F,BTech,1,2.5
97347,89219,Student89219,M,BTech,49,2.5
97348,89220,Student89220,F,BTech,27,2.5
97349,89221,Student89221,F,BTech,16,2.5
97350,89222,Student89222,M,BTech,39,2.5
97351,89223,Student89223,M,BTech,37,2.5
97352,89226,Student89226,M,BTech,24,2.5
97353,89228,Student89228,F,BTech,14,2.5
97354,89232,Student89232,M,BTech,6,2.5
97355,89235,Student89235,F,BTech,93,2.5
97356,89237,Student89237,F,BTech,46,2.5
97357,89238,Student89238,M,BTech,70,2.5
97358,89239,Student89239,F,BTech,19,2.5
97359,89247,Student89247,M,BTech,10,2.5
97360,89251,Student89251,F,BTech,47,2.5
97361,89252,Student89252,M,BTech,43,2.5
97362,89257,Student89257,F,BTech,4,2.5
97363,89264,Student89264,F,BTech,68,2.5
97364,89282,Student89282,M,BTech,21,2.5
97365,89285,Student89285,F,BTech,72,2.5
97366,89287,Student89287,F,BTech,35,2.5
97367,89290,Student89290,M,BTech,87,2.5
97368,89292,Student89292,M,BTech,78,2.5
97369,89294,Student89294,F,BTech,30,2.5
97370,89295,Student89295,M,BTech,63,2.5
97371,89298,Student89298,M,BTech,54,2.5
97372,89301,Student89301,M,BTech,56,2.5
97373,89304,Student89304,F,BTech,43,2.5
97374,89305,Student89305,M,BTech,93,2.5
97375,89308,Student89308,M,BTech,5,2.5
97376,89310,Student89310,F,BTech,69,2.5
97377,89312,Student89312,M,BTech,1,2.5
97378,89313,Student89313,M,BTech,69,2.5
97379,89317,Student89317,F,BTech,66,2.5
97380,89318,Student89318,F,BTech,15,2.5
97381,89333,Student89333,F,BTech,64,2.5
97382,89335,Student89335,F,BTech,60,2.5
97383,89337,Student89337,M,BTech,26,2.5
97384,89338,Student89338,F,BTech,50,2.5
97385,89340,Student89340,M,BTech,49,2.5
97386,89347,Student89347,M,BTech,41,2.5
97387,89348,Student89348,M,BTech,18,2.5
97388,89350,Student89350,M,BTech,87,2.5
97389,89351,Student89351,M,BTech,51,2.5
97390,89352,Student89352,M,BTech,46,2.5
97391,89369,Student89369,M,BTech,34,2.5
97392,89371,Student89371,F,BTech,10,2.5
97393,89380,Student89380,M,BTech,77,2.5
97394,89386,Student89386,M,BTech,21,2.5
97395,89387,Student89387,F,BTech,50,2.5
97396,89391,Student89391,M,BTech,40,2.5
97397,89394,Student89394,M,BTech,8,2.5
97398,89395,Student89395,F,BTech,75,2.5
97399,89397,Student89397,F,BTech,22,2.5
97400,89401,Student89401,F,BTech,75,2.5
97401,89402,Student89402,F,BTech,81,2.5
97402,89404,Student89404,M,BTech,86,2.5
97403,89406,Student89406,M,BTech,21,2.5
97404,89407,Student89407,M,BTech,99,2.5
97405,89418,Student89418,M,BTech,81,2.5
97406,89419,Student89419,M,BTech,15,2.5
97407,89421,Student89421,M,BTech,18,2.5
97408,89433,Student89433,F,BTech,84,2.5
97409,89440,Student89440,M,BTech,100,2.5
97410,89443,Student89443,M,BTech,5,2.5
97411,89444,Student89444,M,BTech,37,2.5
97412,89446,Student89446,F,BTech,7,2.5
97413,89448,Student89448,F,BTech,38,2.5
97414,89455,Student89455,M,BTech,79,2.5
97415,89457,Student89457,M,BTech,77,2.5
97416,89459,Student89459,M,BTech,91,2.5
97417,89462,Student89462,M,BTech,2,2.5
97418,89463,Student89463,F,BTech,29,2.5
97419,89464,Student89464,F,BTech,25,2.5
97420,89466,Student89466,M,BTech,49,2.5
97421,89467,Student89467,M,BTech,90,2.5
97422,89469,Student89469,M,BTech,74,2.5
97423,89471,Student89471,M,BTech,67,2.5
97424,89475,Student89475,M,BTech,95,2.5
97425,89476,Student89476,F,BTech,17,2.5
97426,89478,Student89478,F,BTech,54,2.5
97427,89487,Student89487,M,BTech,44,2.5
97428,89491,Student89491,M,BTech,61,2.5
97429,89494,Student89494,F,BTech,2,2.5
97430,89496,Student89496,F,BTech,92,2.5
97431,89500,Student89500,M,BTech,34,2.5
97432,89504,Student89504,M,BTech,52,2.5
97433,89511,Student89511,F,BTech,20,2.5
97434,89522,Student89522,M,BTech,71,2.5
97435,89526,Student89526,F,BTech,46,2.5
97436,89527,Student89527,F,BTech,65,2.5
97437,89528,Student89528,F,BTech,28,2.5
97438,89529,Student89529,F,BTech,24,2.5
97439,89537,Student89537,F,BTech,32,2.5
97440,89538,Student89538,F,BTech,6,2.5
97441,89542,Student89542,F,BTech,38,2.5
97442,89548,Student89548,M,BTech,62,2.5
97443,89550,Student89550,F,BTech,99,2.5
97444,89556,Student89556,M,BTech,31,2.5
97445,89558,Student89558,M,BTech,82,2.5
97446,89559,Student89559,M,BTech,69,2.5
97447,89565,Student89565,F,BTech,88,2.5
97448,89566,Student89566,F,BTech,24,2.5
97449,89568,Student89568,M,BTech,79,2.5
97450,89577,Student89577,F,BTech,51,2.5
97451,89583,Student89583,M,BTech,98,2.5
97452,89585,Student89585,M,BTech,91,2.5
97453,89588,Student89588,M,BTech,49,2.5
97454,89589,Student89589,F,BTech,62,2.5
97455,89591,Student89591,M,BTech,6,2.5
97456,89594,Student89594,M,BTech,85,2.5
97457,89596,Student89596,M,BTech,9,2.5
97458,89601,Student89601,F,BTech,100,2.5
97459,89605,Student89605,F,BTech,30,2.5
97460,89607,Student89607,M,BTech,51,2.5
97461,89608,Student89608,F,BTech,22,2.5
97462,89609,Student89609,M,BTech,80,2.5
97463,89614,Student89614,M,BTech,51,2.5
97464,89616,Student89616,F,BTech,49,2.5
97465,89620,Student89620,F,BTech,14,2.5
97466,89623,Student89623,F,BTech,41,2.5
97467,89629,Student89629,F,BTech,0,2.5
97468,89630,Student89630,F,BTech,83,2.5
97469,89635,Student89635,F,BTech,46,2.5
97470,89637,Student89637,M,BTech,32,2.5
97471,89650,Student89650,M,BTech,83,2.5
97472,89651,Student89651,F,BTech,54,2.5
97473,89652,Student89652,F,BTech,88,2.5
97474,89659,Student89659,M,BTech,2,2.5
97475,89660,Student89660,M,BTech,64,2.5
97476,89666,Student89666,M,BTech,72,2.5
97477,89667,Student89667,F,BTech,88,2.5
97478,89669,Student89669,M,BTech,96,2.5
97479,89671,Student89671,M,BTech,36,2.5
97480,89674,Student89674,F,BTech,7,2.5
97481,89679,Student89679,M,BTech,67,2.5
97482,89681,Student89681,F,BTech,77,2.5
97483,89684,Student89684,F,BTech,98,2.5
97484,89685,Student89685,F,BTech,60,2.5
97485,89689,Student89689,F,BTech,24,2.5
97486,89690,Student89690,M,BTech,45,2.5
97487,89692,Student89692,M,BTech,35,2.5
97488,89699,Student89699,F,BTech,60,2.5
97489,89702,Student89702,M,BTech,65,2.5
97490,89706,Student89706,F,BTech,76,2.5
97491,89709,Student89709,F,BTech,54,2.5
97492,89711,Student89711,M,BTech,38,2.5
97493,89715,Student89715,F,BTech,31,2.5
97494,89717,Student89717,M,BTech,67,2.5
97495,89723,Student89723,M,BTech,21,2.5
97496,89724,Student89724,M,BTech,3,2.5
97497,89725,Student89725,F,BTech,18,2.5
97498,89730,Student89730,F,BTech,7,2.5
97499,89745,Student89745,M,BTech,3,2.5
97500,89760,Student89760,F,BTech,25,2.5
97501,89768,Student89768,F,BTech,52,2.5
97502,89777,Student89777,M,BTech,100,2.5
97503,89781,Student89781,M,BTech,55,2.5
97504,89782,Student89782,M,BTech,92,2.5
97505,89785,Student89785,F,BTech,44,2.5
97506,89787,Student89787,M,BTech,51,2.5
97507,89788,Student89788,M,BTech,66,2.5
97508,89789,Student89789,F,BTech,88,2.5
97509,89797,Student89797,F,BTech,9,2.5
97510,89798,Student89798,F,BTech,48,2.5
97511,89799,Student89799,M,BTech,66,2.5
97512,89808,Student89808,M,BTech,13,2.5
97513,89824,Student89824,M,BTech,31,2.5
97514,89828,Student89828,F,BTech,62,2.5
97515,89831,Student89831,M,BTech,68,2.5
97516,89840,Student89840,M,BTech,87,2.5
97517,89846,Student89846,M,BTech,30,2.5
97518,89850,Student89850,M,BTech,56,2.5
97519,89851,Student89851,M,BTech,41,2.5
97520,89858,Student89858,F,BTech,47,2.5
97521,89861,Student89861,F,BTech,69,2.5
97522,89866,Student89866,M,BTech,66,2.5
97523,89871,Student89871,F,BTech,50,2.5
97524,89873,Student89873,M,BTech,27,2.5
97525,89879,Student89879,F,BTech,23,2.5
97526,89886,Student89886,M,BTech,100,2.5
97527,89893,Student89893,M,BTech,13,2.5
97528,89894,Student89894,M,BTech,10,2.5
97529,89897,Student89897,F,BTech,14,2.5
97530,89898,Student89898,F,BTech,22,2.5
97531,89901,Student89901,M,BTech,44,2.5
97532,89904,Student89904,M,BTech,93,2.5
97533,89908,Student89908,F,BTech,94,2.5
97534,89909,Student89909,F,BTech,57,2.5
97535,89912,Student89912,M,BTech,71,2.5
97536,89913,Student89913,M,BTech,1,2.5
97537,89914,Student89914,F,BTech,13,2.5
97538,89916,Student89916,M,BTech,18,2.5
97539,89918,Student89918,F,BTech,36,2.5
97540,89924,Student89924,M,BTech,81,2.5
97541,89925,Student89925,M,BTech,70,2.5
97542,89928,Student89928,M,BTech,39,2.5
97543,89935,Student89935,F,BTech,51,2.5
97544,89936,Student89936,M,BTech,49,2.5
97545,89939,Student89939,F,BTech,96,2.5
97546,89944,Student89944,F,BTech,15,2.5
97547,89953,Student89953,F,BTech,13,2.5
97548,89959,Student89959,F,BTech,71,2.5
97549,89969,Student89969,F,BTech,60,2.5
97550,89976,Student89976,M,BTech,60,2.5
97551,89977,Student89977,M,BTech,19,2.5
97552,89988,Student89988,M,BTech,8,2.5
97553,89992,Student89992,M,BTech,43,2.5
97554,89993,Student89993,F,BTech,85,2.5
97555,89996,Student89996,F,BTech,31,2.5
97556,90002,Student90002,M,BTech,23,2.5
97557,90003,Student90003,F,BTech,31,2.5
97558,90004,Student90004,M,BTech,90,2.5
97559,90006,Student90006,M,BTech,64,2.5
97560,90019,Student90019,F,BTech,12,2.5
97561,90027,Student90027,M,BTech,4,2.5
97562,90029,Student90029,M,BTech,82,2.5
97563,90030,Student90030,M,BTech,32,2.5
97564,90032,Student90032,F,BTech,92,2.5
97565,90044,Student90044,F,BTech,40,2.5
97566,90045,Student90045,M,BTech,72,2.5
97567,90049,Student90049,F,BTech,89,2.5
97568,90051,Student90051,F,BTech,27,2.5
97569,90060,Student90060,F,BTech,99,2.5
97570,90064,Student90064,F,BTech,21,2.5
97571,90070,Student90070,M,BTech,74,2.5
97572,90074,Student90074,M,BTech,51,2.5
97573,90075,Student90075,M,BTech,90,2.5
97574,90078,Student90078,F,BTech,20,2.5
97575,90088,Student90088,F,BTech,38,2.5
97576,90091,Student90091,M,BTech,61,2.5
97577,90093,Student90093,M,BTech,45,2.5
97578,90100,Student90100,M,BTech,81,2.5
97579,90101,Student90101,F,BTech,12,2.5
97580,90102,Student90102,F,BTech,41,2.5
97581,90105,Student90105,F,BTech,52,2.5
97582,90124,Student90124,F,BTech,40,2.5
97583,90127,Student90127,F,BTech,93,2.5
97584,90128,Student90128,M,BTech,64,2.5
97585,90134,Student90134,F,BTech,83,2.5
97586,90138,Student90138,F,BTech,87,2.5
97587,90139,Student90139,F,BTech,23,2.5
97588,90147,Student90147,F,BTech,79,2.5
97589,90150,Student90150,M,BTech,70,2.5
97590,90152,Student90152,M,BTech,32,2.5
97591,90165,Student90165,F,BTech,78,2.5
97592,90166,Student90166,F,BTech,65,2.5
97593,90169,Student90169,M,BTech,48,2.5
97594,90180,Student90180,F,BTech,28,2.5
97595,90183,Student90183,M,BTech,100,2.5
97596,90184,Student90184,F,BTech,69,2.5
97597,90185,Student90185,M,BTech,75,2.5
97598,90189,Student90189,M,BTech,66,2.5
97599,90190,Student90190,F,BTech,2,2.5
97600,90197,Student90197,F,BTech,62,2.5
97601,90198,Student90198,M,BTech,67,2.5
97602,90199,Student90199,M,BTech,58,2.5
97603,90204,Student90204,F,BTech,56,2.5
97604,90208,Student90208,F,BTech,3,2.5
97605,90212,Student90212,M,BTech,85,2.5
97606,90217,Student90217,F,BTech,83,2.5
97607,90221,Student90221,F,BTech,97,2.5
97608,90229,Student90229,M,BTech,56,2.5
97609,90230,Student90230,F,BTech,6,2.5
97610,90233,Student90233,M,BTech,85,2.5
97611,90236,Student90236,F,BTech,66,2.5
97612,90239,Student90239,F,BTech,64,2.5
97613,90240,Student90240,F,BTech,77,2.5
97614,90241,Student90241,F,BTech,23,2.5
97615,90247,Student90247,F,BTech,17,2.5
97616,90250,Student90250,F,BTech,14,2.5
97617,90256,Student90256,F,BTech,98,2.5
97618,90258,Student90258,M,BTech,21,2.5
97619,90263,Student90263,F,BTech,35,2.5
97620,90268,Student90268,M,BTech,75,2.5
97621,90272,Student90272,M,BTech,94,2.5
97622,90279,Student90279,F,BTech,82,2.5
97623,90287,Student90287,F,BTech,9,2.5
97624,90298,Student90298,F,BTech,85,2.5
97625,90299,Student90299,M,BTech,64,2.5
97626,90300,Student90300,F,BTech,23,2.5
97627,90308,Student90308,M,BTech,9,2.5
97628,90313,Student90313,F,BTech,12,2.5
97629,90316,Student90316,F,BTech,16,2.5
97630,90320,Student90320,F,BTech,47,2.5
97631,90325,Student90325,F,BTech,38,2.5
97632,90328,Student90328,M,BTech,58,2.5
97633,90335,Student90335,F,BTech,36,2.5
97634,90339,Student90339,F,BTech,64,2.5
97635,90342,Student90342,M,BTech,2,2.5
97636,90345,Student90345,F,BTech,34,2.5
97637,90347,Student90347,F,BTech,86,2.5
97638,90350,Student90350,F,BTech,40,2.5
97639,90355,Student90355,M,BTech,65,2.5
97640,90360,Student90360,F,BTech,48,2.5
97641,90362,Student90362,M,BTech,98,2.5
97642,90367,Student90367,F,BTech,79,2.5
97643,90371,Student90371,M,BTech,32,2.5
97644,90384,Student90384,M,BTech,96,2.5
97645,90385,Student90385,F,BTech,67,2.5
97646,90386,Student90386,F,BTech,44,2.5
97647,90390,Student90390,F,BTech,96,2.5
97648,90395,Student90395,M,BTech,46,2.5
97649,90396,Student90396,M,BTech,41,2.5
97650,90397,Student90397,M,BTech,24,2.5
97651,90398,Student90398,M,BTech,22,2.5
97652,90404,Student90404,M,BTech,63,2.5
97653,90412,Student90412,F,BTech,85,2.5
97654,90416,Student90416,F,BTech,64,2.5
97655,90418,Student90418,F,BTech,51,2.5
97656,90421,Student90421,F,BTech,25,2.5
97657,90422,Student90422,M,BTech,12,2.5
97658,90438,Student90438,M,BTech,18,2.5
97659,90439,Student90439,M,BTech,2,2.5
97660,90441,Student90441,F,BTech,19,2.5
97661,90443,Student90443,F,BTech,17,2.5
97662,90447,Student90447,F,BTech,95,2.5
97663,90451,Student90451,M,BTech,23,2.5
97664,90453,Student90453,M,BTech,23,2.5
97665,90455,Student90455,F,BTech,47,2.5
97666,90465,Student90465,F,BTech,73,2.5
97667,90466,Student90466,F,BTech,25,2.5
97668,90467,Student90467,F,BTech,24,2.5
97669,90472,Student90472,F,BTech,33,2.5
97670,90474,Student90474,F,BTech,90,2.5
97671,90478,Student90478,M,BTech,98,2.5
97672,90483,Student90483,F,BTech,66,2.5
97673,90484,Student90484,M,BTech,57,2.5
97674,90492,Student90492,F,BTech,45,2.5
97675,90496,Student90496,M,BTech,82,2.5
97676,90497,Student90497,F,BTech,13,2.5
97677,90498,Student90498,F,BTech,93,2.5
97678,90500,Student90500,F,BTech,33,2.5
97679,90501,Student90501,F,BTech,37,2.5
97680,90503,Student90503,F,BTech,62,2.5
97681,90518,Student90518,M,BTech,3,2.5
97682,90521,Student90521,F,BTech,41,2.5
97683,90522,Student90522,M,BTech,43,2.5
97684,90527,Student90527,M,BTech,16,2.5
97685,90532,Student90532,F,BTech,56,2.5
97686,90535,Student90535,F,BTech,76,2.5
97687,90537,Student90537,F,BTech,6,2.5
97688,90538,Student90538,M,BTech,9,2.5
97689,90539,Student90539,F,BTech,39,2.5
97690,90542,Student90542,F,BTech,43,2.5
97691,90546,Student90546,F,BTech,21,2.5
97692,90554,Student90554,M,BTech,50,2.5
97693,90561,Student90561,F,BTech,47,2.5
97694,90562,Student90562,M,BTech,79,2.5
97695,90563,Student90563,M,BTech,62,2.5
97696,90575,Student90575,F,BTech,50,2.5
97697,90585,Student90585,M,BTech,51,2.5
97698,90586,Student90586,F,BTech,76,2.5
97699,90589,Student90589,F,BTech,65,2.5
97700,90592,Student90592,M,BTech,9,2.5
97701,90603,Student90603,F,BTech,27,2.5
97702,90610,Student90610,M,BTech,65,2.5
97703,90611,Student90611,M,BTech,76,2.5
97704,90613,Student90613,F,BTech,23,2.5
97705,90615,Student90615,F,BTech,26,2.5
97706,90624,Student90624,F,BTech,6,2.5
97707,90626,Student90626,M,BTech,63,2.5
97708,90631,Student90631,F,BTech,1,2.5
97709,90636,Student90636,M,BTech,84,2.5
97710,90642,Student90642,M,BTech,54,2.5
97711,90645,Student90645,F,BTech,8,2.5
97712,90646,Student90646,M,BTech,94,2.5
97713,90647,Student90647,M,BTech,50,2.5
97714,90651,Student90651,M,BTech,88,2.5
97715,90655,Student90655,F,BTech,46,2.5
97716,90656,Student90656,F,BTech,48,2.5
97717,90660,Student90660,M,BTech,62,2.5
97718,90662,Student90662,F,BTech,80,2.5
97719,90666,Student90666,M,BTech,66,2.5
97720,90667,Student90667,F,BTech,50,2.5
97721,90672,Student90672,F,BTech,74,2.5
97722,90679,Student90679,F,BTech,14,2.5
97723,90681,Student90681,F,BTech,7,2.5
97724,90683,Student90683,M,BTech,30,2.5
97725,90685,Student90685,M,BTech,69,2.5
97726,90688,Student90688,F,BTech,56,2.5
97727,90689,Student90689,F,BTech,40,2.5
97728,90697,Student90697,M,BTech,46,2.5
97729,90698,Student90698,F,BTech,100,2.5
97730,90702,Student90702,M,BTech,15,2.5
97731,90703,Student90703,M,BTech,53,2.5
97732,90709,Student90709,F,BTech,19,2.5
97733,90714,Student90714,F,BTech,27,2.5
97734,90718,Student90718,F,BTech,9,2.5
97735,90722,Student90722,F,BTech,33,2.5
97736,90726,Student90726,F,BTech,79,2.5
97737,90731,Student90731,F,BTech,19,2.5
97738,90736,Student90736,M,BTech,62,2.5
97739,90739,Student90739,F,BTech,45,2.5
97740,90744,Student90744,M,BTech,42,2.5
97741,90749,Student90749,F,BTech,46,2.5
97742,90752,Student90752,M,BTech,5,2.5
97743,90755,Student90755,F,BTech,18,2.5
97744,90759,Student90759,M,BTech,5,2.5
97745,90763,Student90763,M,BTech,16,2.5
97746,90764,Student90764,F,BTech,48,2.5
97747,90766,Student90766,M,BTech,1,2.5
97748,90771,Student90771,M,BTech,91,2.5
97749,90780,Student90780,F,BTech,33,2.5
97750,90782,Student90782,F,BTech,44,2.5
97751,90784,Student90784,F,BTech,59,2.5
97752,90791,Student90791,M,BTech,35,2.5
97753,90792,Student90792,F,BTech,90,2.5
97754,90794,Student90794,F,BTech,88,2.5
97755,90797,Student90797,F,BTech,34,2.5
97756,90808,Student90808,F,BTech,22,2.5
97757,90813,Student90813,F,BTech,40,2.5
97758,90814,Student90814,F,BTech,55,2.5
97759,90817,Student90817,M,BTech,78,2.5
97760,90825,Student90825,M,BTech,94,2.5
97761,90826,Student90826,F,BTech,99,2.5
97762,90835,Student90835,F,BTech,54,2.5
97763,90851,Student90851,M,BTech,40,2.5
97764,90854,Student90854,F,BTech,97,2.5
97765,90855,Student90855,F,BTech,56,2.5
97766,90862,Student90862,F,BTech,97,2.5
97767,90865,Student90865,F,BTech,40,2.5
97768,90867,Student90867,M,BTech,44,2.5
97769,90868,Student90868,F,BTech,27,2.5
97770,90872,Student90872,F,BTech,79,2.5
97771,90873,Student90873,F,BTech,97,2.5
97772,90878,Student90878,M,BTech,50,2.5
97773,90882,Student90882,M,BTech,50,2.5
97774,90889,Student90889,M,BTech,64,2.5
97775,90891,Student90891,M,BTech,64,2.5
97776,90893,Student90893,F,BTech,81,2.5
97777,90894,Student90894,F,BTech,38,2.5
97778,90896,Student90896,F,BTech,52,2.5
97779,90901,Student90901,M,BTech,57,2.5
97780,90902,Student90902,F,BTech,6,2.5
97781,90908,Student90908,M,BTech,15,2.5
97782,90910,Student90910,M,BTech,25,2.5
97783,90912,Student90912,M,BTech,27,2.5
97784,90915,Student90915,F,BTech,73,2.5
97785,90919,Student90919,M,BTech,78,2.5
97786,90924,Student90924,F,BTech,55,2.5
97787,90929,Student90929,M,BTech,40,2.5
97788,90931,Student90931,M,BTech,28,2.5
97789,90932,Student90932,F,BTech,92,2.5
97790,90933,Student90933,F,BTech,81,2.5
97791,90937,Student90937,F,BTech,62,2.5
97792,90938,Student90938,M,BTech,97,2.5
97793,90940,Student90940,M,BTech,88,2.5
97794,90941,Student90941,F,BTech,50,2.5
